item_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
3497.0,0.20309739,0.27136967,0.32424465,0.018879186,0.62680835,-0.49390563,0.4936447,-0.065099575,-0.30238613,0.21080756,-0.12295446,-0.09754823,-0.09080594,-0.6302192,0.087864526,-0.09342017,0.017434359,0.014839696,-0.18144125,0.401728,-0.38551638,-0.5056316,-0.096158504,0.39294726,0.098823905,0.007693719,-0.14145413,-0.092789486,0.49615675,0.12797855,0.12901329,0.16991198,-0.39632553,0.62648684,0.41833836,0.4295907,-0.017532153,0.042874746,0.20390478,-0.2263647,-0.045504883,0.18011105,-0.10522355,-0.13728072,0.001177989,0.42810345,0.10452752,0.04300143,-0.2123121,0.25827682,-0.11673903,-0.49879065,-0.6257758,-0.22093235,0.004963467,0.45637476,-0.35445946,0.52873147,0.10128383,0.09798182,-0.23052135,-0.3844474,-0.356798,-0.10440106
3499.0,-0.20025846,-0.1105802,0.4464112,-0.15794462,0.13990957,-0.70256656,0.24583925,-0.3751249,-0.22962831,0.20277756,-0.22360091,0.072778046,0.21050802,-0.5863005,0.17169306,-0.09287458,0.12581371,-0.0044787806,-0.1531203,0.14439067,-0.48903522,-0.07144128,-0.23744506,0.23852284,-0.2151993,0.11141502,0.14827095,-0.16145338,0.3838703,0.31129214,0.24917665,-0.15312386,-0.29311866,-0.1481072,-0.11727513,0.3023014,-0.35614154,-0.1333812,0.35077932,-0.07957838,-0.030216223,-0.11735856,-0.43726617,0.35750127,-0.073560916,0.08779974,0.1979662,-0.12769245,-0.14438766,0.19669577,-0.30514967,-0.3493974,-0.24486156,0.011686573,-0.108868405,0.27909893,-0.21214835,0.6686813,0.30962962,0.11320218,-0.42906377,0.24590786,0.15742001,0.07212966
3500.0,0.034309044,0.04555868,0.23857938,0.07513477,0.37548947,-0.5227586,0.03911501,-0.39425865,-0.20918263,-0.15476127,-0.070522875,-0.061411243,0.38552523,-0.48918545,0.37905246,0.20602182,0.30850837,-0.13995409,-0.25657228,0.30899987,-0.24274565,-0.11512751,-0.25271323,-0.08919285,-0.33689988,0.017914284,0.046129797,-0.34271455,0.18959743,-0.020324353,0.098760605,0.33145422,-0.24627654,0.29089388,0.066301815,0.43723598,-0.32948527,0.007731879,0.32794124,-0.12585746,-0.12221332,-0.0974272,-0.3435663,0.30011782,-0.14886099,-0.09407529,0.22681262,0.11726297,-0.12947775,-0.2631865,0.03917791,-0.24498546,-0.33539274,0.0699135,-0.1501862,0.27228022,0.058065634,0.6146865,0.28724384,-0.09011736,-0.47161695,0.07235869,-0.03350891,-0.08622282
3501.0,-0.14514609,0.12394394,0.17494938,-0.15133134,0.099708766,-0.63827556,-0.25505906,-0.15544671,-0.2959633,-0.24410023,-0.3102209,-0.08551231,0.27054426,-0.34720275,0.38348356,0.10233674,0.025958568,-0.17343798,0.018335996,0.312193,-0.3732427,-0.3327577,0.09882329,0.31576777,-0.18644787,-0.06536632,0.23220149,-0.5977643,0.16444159,0.544315,0.030418728,0.13648614,-0.09626793,0.20502293,0.07490143,0.5662139,-0.26436117,-0.15739213,0.39358678,-0.21887721,0.14817213,0.021649787,-0.2559785,0.07838785,-0.0082499385,0.14633931,0.026303757,-0.121987395,-0.14596644,-0.006908022,0.007924742,-0.24418864,-0.29749638,-0.5486828,-0.008648103,0.4326349,-0.25702187,0.38132817,0.26574337,0.17757985,-0.22035113,0.15736,-0.06538129,-0.06837744
3502.0,-0.10587503,0.28727025,0.17950541,0.099538825,0.2906355,-0.5443181,0.4156463,-0.30897304,-0.2081915,-0.215658,-0.36256206,-0.21617165,0.31590027,-0.44212332,0.21267271,-0.047633138,0.17462239,0.13977809,-0.112468764,0.2301395,-0.42592463,-0.124264866,-0.10570544,0.26067552,-0.111292936,0.23604983,0.059347037,-0.24271081,0.2695052,0.34710482,0.39871144,0.28938922,-0.17459847,0.4010729,0.12879199,0.4348079,-0.07479412,-0.21542883,0.24381587,-0.32220748,0.013702722,-0.2492696,-0.47485226,0.17141877,-0.22351201,0.22346736,0.28460565,0.07978382,-0.34640858,-0.039101638,-0.112216525,-0.1841608,-0.2501147,-0.25118732,0.13593723,0.3538354,-0.24607082,0.46041903,0.017942864,-0.30680147,-0.16042244,-0.18588133,-0.3371027,-0.040873174
3503.0,-0.074692175,-0.03375977,0.20042303,0.13773057,0.37711018,-0.61311466,0.27676105,-0.5714766,-0.17379044,-0.11571518,-0.13572349,0.1120154,0.33834305,-0.58880323,0.26428455,0.21619716,0.22054955,-0.009779425,-0.10628893,0.3245799,-0.52380913,-0.2924794,-0.20467806,-0.09408417,-0.39719033,0.078166634,0.10261552,-0.19119298,0.2984932,0.014890351,0.06513141,0.31645086,-0.1657923,0.22559172,0.1830962,0.30700535,-0.4200383,-0.054049358,0.31918523,-0.2843283,-0.1654298,0.07621526,-0.3893318,0.32608578,-0.06226059,-0.03724316,0.21847224,0.04574445,-0.14717534,-0.10870648,-0.055593908,-0.16917321,-0.355546,-0.14655618,0.05849994,0.24923879,0.112591125,0.649608,0.106297284,-0.07541069,-0.25217724,0.039708212,-0.1995028,-0.21709849
3504.0,-0.26884088,0.22478011,0.2561824,-0.35583258,0.28523907,-0.4953598,0.5613065,-0.28886828,-0.22589853,0.32088077,-0.06491849,0.12867348,0.38891077,-0.75336987,-0.053287704,0.025621748,0.17828144,0.2381935,-0.0749291,0.17208959,-0.24582233,-0.29717183,-0.6016528,-0.05985932,-0.33949494,0.024739552,-0.10730623,-0.68669,0.35724902,0.07099021,0.08578041,0.10772183,-0.18881603,0.068889365,0.1889889,0.23723261,-0.4163241,0.08166632,0.504473,-0.4197458,-0.208516,-0.062027402,-0.3975245,-0.12492401,0.19600655,0.11733785,0.20132507,-0.16644701,-0.27140725,0.06522114,0.12925097,-0.5564474,-0.10006286,-0.06487591,-0.109885104,0.2448238,-0.18206318,0.3468474,0.08804493,-0.12954587,-0.579048,0.15744881,-0.2457701,-0.02907623
3505.0,-0.19494672,0.396087,0.66136485,0.05755701,0.24843407,-0.4494474,0.4624892,-0.37570676,-0.16712429,0.0073739737,-0.30361277,0.10315567,0.3336276,-0.36647376,0.36868724,0.10545651,0.19641554,0.30658856,-0.10375109,0.3595772,-0.27132598,-0.26335448,-0.59182125,0.15964605,-0.32135588,0.036440063,0.39682248,-0.49219063,0.31587392,-0.07580621,0.2461892,0.10823679,-0.36039042,0.43497533,0.37929216,0.504826,-0.16057664,-0.10673793,0.34290707,0.080688044,0.07446341,0.12015285,-0.17386004,0.25489366,-0.3242894,-0.064630106,0.6821887,-0.30473286,-0.38390002,0.15437943,0.18582702,-0.40715498,-0.17876582,-0.3445631,0.26831424,0.10166828,-0.09912417,0.18233827,0.063250884,0.035732843,-0.4052158,0.24853598,-0.26083708,-0.028454822
3506.0,0.020550175,0.0947103,0.36128658,-0.08383899,0.44643334,-0.6079736,0.105684824,-0.16375744,-0.3214594,0.21772152,-0.39045662,-0.037694532,0.24675259,-0.5630552,0.42652854,0.14380467,0.13079026,-0.03414996,-0.1537793,0.30408177,-0.26876426,-0.21060382,-0.27229047,0.059168234,-0.12075233,-0.16595632,0.060112905,-0.33129987,0.6093592,0.17030959,0.18816634,0.06801727,-0.36530828,0.2181654,0.24337265,0.3431486,-0.19728465,-0.1506874,0.4422864,-0.29454282,0.0034508798,-0.029842565,-0.45848176,0.08512322,-0.082230695,0.20862123,0.2385723,-0.04531256,-0.2710675,0.13498664,-0.0054144645,-0.23477337,-0.40266317,-0.21529362,0.122999825,0.40139267,-0.2880269,0.48680037,-0.0062574185,0.023258843,-0.35656697,-0.007670736,-0.21955913,-0.019301198
3508.0,-0.124264464,0.3801109,0.50182337,0.08728474,0.46623716,-0.4947226,0.28889877,-0.11522214,-0.083207265,-0.0030130667,-0.1618778,0.16437727,0.15092194,-0.7966721,0.114528924,0.022175713,0.32884207,0.1986918,-0.26267034,0.5734282,-0.38437754,-0.42611682,-0.41368708,0.12055652,-0.099789806,-0.08107818,0.10360905,-0.34904978,0.45843378,0.10187002,0.3308171,0.038894616,-0.52643245,0.4911546,0.13219145,0.25612736,-0.30444482,0.15754382,0.5104575,-0.2726047,-0.029537482,0.21670209,0.06565122,0.18626054,-0.37667754,0.0033694468,0.23265688,-0.09312035,-0.4750334,-0.10681865,0.24607378,-0.44583237,-0.34123826,-0.34160903,-0.0116035845,0.35416174,-0.367769,0.64075464,0.272396,-0.13785037,-0.4202432,0.17569637,-0.39331147,-0.024505686
3509.0,0.121802814,0.052865397,0.35661346,0.36472255,0.17347568,-0.42958993,0.27423167,-0.49655032,-0.2129332,0.25917795,-0.18266083,0.095893316,0.29131088,-0.7241153,0.64583474,-0.17678353,0.06397173,-0.1753456,-0.6827511,0.19054244,-0.21387923,-0.11600974,-0.43940738,0.30199468,0.08078308,0.058270838,0.18171912,0.07807027,0.03838264,0.27859923,0.18126518,-0.10080155,-0.39274824,-0.14047408,-0.016678168,0.09231487,-0.29113698,-0.10744211,0.3676899,-0.39858368,-0.006093988,-0.20364673,-0.40763903,0.27100375,-0.06147922,-0.043562543,0.14502501,0.095255636,-0.0125609115,0.19190586,-0.45236605,-0.3082393,-0.23425707,-0.21703784,0.16153109,-0.052071005,-0.24027827,0.60130435,0.109919176,-0.0540838,-0.43882728,-0.083591275,0.09354597,0.0714891
3510.0,-0.05544901,0.17463288,0.44080538,-0.18705231,0.1741136,-0.53961414,0.028775899,-0.27478018,-0.64738494,-0.23930614,-0.28296375,-0.38977545,0.26701853,-0.36764148,0.20881951,0.24207741,0.14829358,0.09952739,-0.081076495,0.3238343,-0.29432932,-0.21346505,-0.048309945,0.3390037,0.06457313,0.053807456,0.19342038,-0.58879143,0.29699308,0.37808654,0.4022509,0.1044218,-0.4179238,0.108555354,0.16738874,0.3569758,-0.07637758,-0.055310294,0.39092785,-0.1165128,0.12565699,0.09606871,-0.23464665,0.068899624,-0.25319874,0.071645096,0.35373446,-0.14974166,-0.031443484,-0.13648385,-0.11554579,-0.3274007,-0.11502175,-0.3875257,0.09647053,-0.010758067,-0.09868859,0.6420377,0.27577332,0.11748976,-0.33666867,-0.011582075,-0.15899658,0.010996395
3511.0,0.10645117,-0.0015320431,0.2890382,0.27774465,0.5651761,-0.27249205,0.29291344,-0.43835112,-0.31137136,0.26502728,-0.16067411,0.071863964,0.5277587,-0.4697841,0.27695137,-0.121284924,-0.021464676,-0.08409531,-0.2731599,0.20091568,-0.34724918,0.16536276,-0.036987092,-0.010834158,-0.19609927,0.3898495,0.34474638,0.17986768,0.36860707,0.2103106,0.44093853,0.027758881,-0.33059284,0.10215539,0.22485021,0.34378856,-0.06468544,0.099275276,0.2579383,-0.22702758,-0.033195116,0.115411736,-0.2509156,0.1319478,0.02756701,0.35425484,0.4235164,0.17669518,0.3164156,0.040299587,0.01983612,-0.18789098,-0.41172034,-0.17358547,0.16662145,0.21934411,-0.29314196,0.5250571,-0.041987453,-0.03360673,-0.319506,0.10051726,-0.18963444,-0.06924101
3513.0,0.0140212905,0.37451684,0.4834875,0.053577207,0.277327,-0.34222218,0.4931454,-0.24442907,-0.3695178,0.107473336,0.045145974,0.073021606,0.25495252,-0.7309489,0.18035227,0.023428915,-0.17572293,-0.13533226,-0.30910906,0.26571932,-0.2020451,-0.13639814,-0.34897867,0.10845232,-0.3699276,-0.359765,0.049670864,-0.1628495,0.17424062,-0.026744701,0.38588786,0.07915982,-0.6774013,0.2293781,0.20355824,0.5693383,-0.44478217,-0.027674174,0.2890472,-0.3731629,0.34036893,0.14675584,-0.28753343,0.12550674,0.15366764,-0.0822396,0.48321268,-0.057760134,-0.13753676,0.1746661,0.034932144,-0.33427322,-0.2976041,-0.031769563,-0.251834,0.17941609,-0.41657305,0.6665586,0.03170131,0.2962473,-0.2686259,0.05432886,-0.333277,-0.39392748
3514.0,-0.009316551,0.011360374,0.24107105,-0.024942428,0.2680556,-0.5856205,0.23622827,-0.266817,-0.3908667,0.30975813,-0.39162767,-0.095391914,0.1777674,-0.660292,0.3059934,0.13280444,0.10747496,0.15617241,-0.42065886,0.36439428,-0.35962677,-0.557206,-0.0073786387,-0.12218845,-0.42649472,-0.038863942,0.026560772,-0.3182327,0.46926966,0.11320499,0.148684,0.13044044,-0.18444334,-0.13956049,0.31367186,0.39491045,-0.50673974,0.22029567,0.4698551,-0.2290402,0.30952227,0.07997397,-0.42767882,0.08447639,0.16661851,0.1420353,0.17385316,-0.12845586,-0.22061089,0.030593239,-0.05937233,-0.24036536,-0.30747604,-0.19712402,0.017532563,-0.1260665,-0.360366,0.6700841,0.31926137,0.07474809,-0.35245454,0.10147424,-0.34858802,0.014550176
3515.0,-0.14966576,0.18570828,0.3504959,-0.07511336,0.50414807,-0.6388169,0.3154093,-0.28904805,-0.31046334,0.15341903,-0.063534975,0.13166085,0.4173054,-0.39689335,0.48317993,-0.1053783,-0.16451497,-0.26799378,-0.3464227,0.44287196,-0.20432784,0.03626576,-0.14786883,0.080964,-0.57196647,-0.073653795,0.3596039,-0.04704792,0.09409249,0.11983215,0.27689755,0.04103549,-0.4514572,0.14359283,0.24937439,0.26773643,-0.13743201,0.012899855,0.31936154,-0.2905254,0.22963144,-0.012918713,-0.28066525,0.35814872,-0.57197535,0.028444234,0.16848083,-0.12084111,-0.009796571,-0.027487852,-0.3639274,0.0900647,0.02636813,-0.34716874,0.035542153,0.09089944,-0.34436804,0.26701212,0.29223922,0.00822299,0.00059780944,0.11559084,0.031941652,0.1735619
3516.0,-0.01569088,0.51787233,0.22461362,-0.15452698,-0.13367303,-0.5049338,0.44041622,-0.4812965,-0.21955778,0.05382346,-0.2802019,-0.15985617,-0.20952126,-0.57254326,0.049197715,-0.121835746,-0.23618013,0.078575745,-0.27887198,0.2236247,-0.370306,-0.26196295,-0.14027949,-0.093936995,-0.53230995,-0.36817232,0.2237162,-0.115296885,0.1490146,0.37950918,0.40462416,0.01687646,-0.15208362,-0.05064186,0.18642934,0.42361087,-0.018326258,-0.41220048,0.37873873,-0.22216117,-0.06101209,-0.096211664,-0.2065075,0.18543419,-0.08115698,0.0024936162,0.20360303,0.028784195,-0.21563846,0.1379601,-0.31648862,-0.29118443,-0.42408866,-0.2877576,-0.13269903,0.35091165,0.05854902,0.48879078,-0.15604728,0.2349889,-0.52081966,-0.25032768,0.421169,0.15351957
3517.0,-0.07231958,0.052924346,0.44307292,-0.24677533,0.5017156,-0.49573207,0.40950823,-0.13865587,-0.37109816,0.2616665,-0.076276764,-0.27706513,0.39421394,-0.40650952,0.08555088,-0.15933385,-0.12504725,-0.35059395,-0.14699906,0.20502184,-0.14381023,0.18339199,-0.22428764,0.059277236,-0.27822483,-0.008998465,0.34516403,-0.3329281,0.549262,0.25154522,0.33293277,0.020706475,-0.20176153,-0.07555446,0.20036662,0.35312453,-0.00026912126,-0.017191468,0.32793134,-0.103902504,0.26179415,-0.06065937,-0.34846425,0.10109799,-0.22978467,0.18286166,0.57799435,0.13240267,0.409916,0.09657263,0.029028915,-0.32834104,-0.17709796,-0.20154543,-0.14705545,0.19381383,-0.3666049,0.38121483,0.30926463,0.0757934,-0.33111662,0.01684787,0.034946837,-0.12609962
3518.0,-0.30798542,0.3060208,-0.026289044,-0.187857,0.22396678,-0.5151695,0.32182455,-0.33538496,-0.1906586,0.11095239,-0.33393025,-0.35313416,0.14094561,-0.61715513,0.23725514,-0.042910587,0.24709085,-0.007853765,-0.3535664,-0.052613094,-0.27342853,-0.19857378,-0.47501418,0.25439146,-0.28948623,-0.4129896,0.052814845,-0.43919596,0.41180947,0.25175294,0.26207462,-0.24085586,-0.2877266,-0.08231964,-0.075879864,0.32314283,-0.213023,-0.09515331,0.368296,-0.418715,0.13140051,-0.11764037,-0.62995213,-0.1319712,-0.29836187,0.025432806,0.1856982,-0.25498217,-0.30128336,0.44525906,-0.029420573,-0.22859661,-0.11331618,-0.17217895,-0.054052167,-0.03794609,-0.4362142,0.37270397,0.05679837,-0.34016207,-0.33357233,-0.30080652,-0.23061739,0.1773016
3521.0,-0.033229396,0.44347247,0.2549485,0.12640694,0.3370768,-0.5509373,0.36769673,-0.5434424,-0.41648105,-0.014470525,-0.06473686,-0.045726735,0.36243075,-0.25231415,0.4056736,-0.08741545,-0.04954931,-0.1324746,-0.21884415,0.05483508,-0.07916737,0.3270759,-0.28697133,0.13505955,-0.17883943,0.14125359,0.365547,-0.043031596,0.13585362,0.09357292,0.2876591,0.101074345,-0.51753783,0.0807777,0.27654698,0.418063,0.15398091,0.005721422,0.22453041,-0.31488284,0.21838094,-0.04761248,-0.44430763,0.43889403,-0.28497463,0.3362784,0.32263196,0.08586926,-0.090028815,-0.28462234,0.032006927,-0.026766349,-0.18995313,-0.33480355,0.17103441,-0.038523547,-0.20415632,0.15410231,0.2462618,-0.04961007,-0.1863912,-0.17612366,0.065604925,0.26772255
3522.0,0.2641974,0.1974665,0.22633994,0.0815692,0.500067,-0.56493944,0.2110645,-0.2470742,-0.29844046,0.098174796,-0.39457738,0.062039714,0.1631926,-0.72111005,0.69664633,-0.17977485,0.13886736,-0.10816805,-0.4500535,0.16512357,-0.33533442,-0.03108881,-0.16390459,0.29519346,-0.0999237,0.20193568,0.25835958,-0.07169249,0.33373663,0.35197353,0.18103336,-0.06599484,-0.44615144,-0.011937313,0.097256206,0.35126847,-0.29065576,-0.16773708,0.331596,-0.20035914,0.0028089602,-0.3685725,-0.3089226,0.077693634,0.04800617,-0.047577012,0.104678005,-0.26419476,-0.13559097,0.2044856,-0.49475497,-0.2968336,-0.41031733,-0.22062065,0.08034385,0.12262756,-0.33840126,0.28581363,-0.19516802,0.120564826,-0.40530318,-0.3589787,-0.077913284,0.17928836
3523.0,-0.23675282,0.02433216,0.20929356,0.14933111,0.4207846,-0.58106756,0.44664785,-0.28600204,-0.19636936,0.0070099607,-0.27991802,-0.09018931,0.20315087,-0.5177629,0.23346072,-0.21875298,0.30468646,0.12690167,0.020312322,0.29866597,-0.4247935,-0.123214915,-0.24000773,0.15303834,-0.20780298,0.15560241,0.05984289,-0.32591417,0.38868532,0.17729552,0.26034424,0.08949086,-0.24219613,0.31061268,0.120708205,0.31133178,-0.38859674,-0.15855885,0.3792489,-0.41391274,-0.059259236,-0.25696528,-0.45342928,0.08433332,0.0959472,0.20773381,0.08330764,-0.09197051,-0.36881492,0.1082894,-0.13074204,-0.1519255,-0.27884305,-0.15755583,0.11404377,0.29380107,-0.31368095,0.45961037,-0.108808696,-0.043873273,-0.4058503,-0.25233388,-0.3089741,0.03583278
3524.0,0.24171646,0.093526304,0.21203154,0.00397145,0.51291984,-0.47200096,0.014026696,-0.24408138,-0.17163281,-0.045584135,0.037764244,-0.06484254,0.3891872,-0.3900349,0.27491996,0.1782898,0.03043659,-0.023740029,-0.35819578,0.31236687,-0.29273883,-0.13570984,-0.08872371,-0.057289362,-0.3973583,-0.016871061,-0.09041756,-0.45052895,0.28208885,0.11532793,0.47226882,0.022541214,-0.3097623,0.020368986,0.07656133,0.59794766,-0.07709686,0.006998541,0.28523162,-0.46734238,0.096503496,-0.21842146,-0.13389966,0.025277203,0.3320659,0.055213924,0.17307316,-0.17050406,0.07549697,-0.20850322,-0.10566338,-0.146745,-0.120278224,-0.40208393,0.15124956,0.04051061,-0.103904985,0.3045139,0.18819359,0.17778614,-0.11684508,0.035645224,-0.32047778,0.38774437
3525.0,0.14234863,0.1907622,0.31929672,-0.07076241,0.20642015,-0.39758778,0.1356487,-0.045951378,-0.43391597,0.108956695,-0.33662212,0.06590633,0.33966002,-0.6159899,0.27289674,0.118231915,0.28520122,-0.14191824,-0.49169463,0.40900993,-0.35282728,-0.31378585,-0.20467412,0.3506616,-0.18676333,0.14246744,-0.16784847,-0.28176537,0.38047075,0.42671776,0.111035466,0.23959935,-0.4069351,0.3216458,0.1157685,0.16760874,-0.2538844,-0.13177489,0.5480781,-0.4260819,-0.09136613,0.06556656,-0.37681738,0.22668546,0.015648954,0.43820843,0.2373701,0.12795685,0.030883964,-0.01026202,-0.08518052,-0.28099036,-0.24919207,-0.14120173,0.30040953,0.30778566,-0.066669695,0.3826845,-0.0025103465,0.11456489,-0.44368887,-0.037224397,-0.24054262,-0.23420653
3526.0,0.25090778,0.37306088,0.30940235,0.3393898,0.26017222,-0.37555835,0.2823575,-0.54408234,-0.65629345,0.13797708,-0.09469516,-0.210641,0.61306757,-0.78200793,0.15559855,0.40549013,-0.28693083,-0.054046832,-0.33159032,0.45516255,-0.17374198,0.47037178,-0.06266068,0.22495866,-0.39705533,-0.41002512,0.16124955,-0.20231447,0.036405984,-0.056861073,0.3202439,-0.15691276,-0.269706,-0.09453565,0.3997337,0.27815318,0.08010223,-0.07362667,0.07863569,-0.3778032,0.6001339,0.20074858,-0.48422658,0.37727317,-0.058103215,0.14568841,0.5651988,0.15175109,0.028106693,0.50818276,0.17779265,-0.36333612,-0.42992568,0.011943409,-0.1527807,-0.081586614,-0.28182566,0.49532998,0.055947937,-0.18946862,-0.016958635,0.036530837,-0.45754123,-0.078214444
3527.0,-0.04020889,0.1496703,0.14923365,0.084606,0.4367607,-0.8630534,-0.062095635,-0.4007525,-0.2228812,0.1469086,-0.22768557,-0.16400173,0.41256645,-0.26725292,0.22953083,-0.16840848,0.0079640215,-0.45702708,-0.21227132,0.12902613,-0.00035324227,0.3471117,-0.023359925,0.287106,-0.36126208,-0.055232566,0.1517428,-0.08879762,0.12857242,0.18877788,0.09347656,0.09465389,-0.4375149,0.26074675,0.23368877,0.36897078,-0.12072525,-0.11562504,0.07582164,-0.38692966,0.3230032,-0.0043488983,-0.38555887,0.4114748,-0.44585845,0.43437266,0.24830814,-0.010072229,0.039600603,-0.27360612,-0.01879438,-0.042844947,-0.023572184,-0.17388333,-0.063336305,0.06265277,-0.01710761,0.13855511,-0.12049973,-0.2931913,-0.19633418,0.0019636098,-0.033646375,0.047405746
3529.0,0.38904667,0.11480045,0.5191596,0.13274789,0.25972652,-0.63697,0.19045182,-0.56213343,-0.42577076,0.08540344,0.06672844,-0.23330854,0.45058247,-0.7118546,-0.08812353,0.4293702,0.0974303,0.14691193,-0.20222016,0.21033631,0.06824256,0.2931248,-0.20610808,0.3147321,-0.55832094,-0.1551219,0.1135786,-0.031031488,-0.2891191,0.036667272,0.27167514,0.08400635,-0.41056466,0.10038576,0.28450775,0.29973704,-0.029380878,-0.10092741,0.21847427,-0.3175097,0.47353768,0.2814841,-0.3614442,0.270809,-0.087192036,0.13366537,0.22906132,0.077991314,-0.067549974,-0.2954477,0.12658887,-0.32399413,-0.1997007,-0.013089551,0.07848538,0.15923002,-0.31111577,0.18631065,0.29656997,-0.09027853,-0.65109605,0.28308666,-0.34011483,0.23730603
3530.0,-0.25971168,0.119700216,-0.08356908,-0.0020633938,0.13816664,-0.64857644,0.2292352,-0.30928358,-0.4470458,0.117832914,-0.4626481,-0.31933337,0.52586484,-0.4563767,-0.051859308,0.27291286,0.2465533,-0.15060027,-0.45054325,0.277593,-0.06451071,-0.048965808,-0.24413306,0.45761195,-0.50589895,-0.0948347,-0.013104799,-0.5433317,0.28713948,0.21154468,0.124681294,0.08252908,-0.38902292,0.017227016,-0.020263812,0.32033053,-0.31377512,-0.18935868,0.2684417,-0.43590134,0.29932868,-0.03698451,-0.38331655,0.18462552,-0.34442323,0.22193673,0.33681354,0.16781326,-0.1965476,-0.058063425,0.12116472,-0.14338617,-0.23275976,-0.13796239,0.3373051,0.028450621,-0.22714873,0.6138536,0.10198885,-0.31465784,-0.2125351,0.017321335,-0.13220173,-0.041205484
3531.0,0.11769022,0.38193917,0.4367742,0.040775664,0.3999754,-0.5799324,0.6877192,-0.07924531,-0.31702742,0.08618244,-0.2782802,0.00081839925,0.16297233,-0.55900466,0.28379306,0.20437089,0.07917021,-0.2930948,-0.33354327,0.33860406,-0.57144576,-0.26840866,-0.20524772,0.14526941,-0.05503697,0.049518656,0.11239392,-0.31250373,0.39942122,0.31088725,0.22970182,0.11270747,-0.3865387,0.1358558,0.055319913,0.3046869,-0.087486275,-0.035414807,0.31005743,-0.4174194,0.16262683,0.037018582,-0.41571063,0.13921197,-0.43594596,-0.12443629,0.20192195,0.0826528,-0.25130576,-0.04740361,-0.047707126,-0.20633936,-0.26628312,-0.23847227,0.23519595,0.42152762,-0.55450416,0.7205268,0.043863837,-0.2641712,-0.26836884,-0.052286386,-0.064387254,-0.17959012
3532.0,0.3339002,0.29328293,0.14122182,0.17453805,0.42712215,-0.44858474,0.22237258,-0.40546387,-0.095470324,0.12445183,-0.009938911,0.10542542,0.44639066,-0.26526552,0.11481453,-0.32891917,-0.034453984,-0.3057214,-0.18797293,0.1415932,-0.18398128,0.19028711,-0.22104257,0.21790768,-0.32000667,0.11663583,0.28817514,0.1306182,0.19589014,0.16775768,0.3590417,-0.057240188,-0.44069585,-0.03576836,0.41102323,0.41849875,-0.11649689,-0.04622364,0.18529323,-0.25676262,0.096038535,0.13640326,-0.43952465,0.49039683,-0.19227973,0.44637316,0.3526124,0.21241151,0.04352861,-0.18678948,-0.15715644,-0.04960152,-0.05471083,-0.1927694,0.055934317,-0.04578106,-0.26688546,0.41053936,0.081707135,-0.10179538,-0.34057814,0.24836217,-0.22787444,0.20544574
3534.0,0.5593327,0.27668065,0.45725173,-0.193569,0.4058617,-0.49585465,0.4292786,-0.17717905,-0.44612432,-0.10568589,-0.095705636,0.22016926,0.49890056,-0.19190201,0.24258243,0.30142775,-0.014573366,0.14623737,-0.47902998,0.43592802,-0.10099808,0.11422523,-0.15755798,0.14032418,-0.44874567,-0.1096777,0.36562052,0.12141557,0.089686364,0.083243355,0.46522003,-0.14501299,-0.42187238,0.4392885,0.30444825,0.49379003,-0.06426651,-0.15348125,0.07664794,-0.37043422,0.1251177,0.12531991,-0.43247667,-0.20161988,-0.073601395,0.23033395,0.27459696,-0.074237116,-0.037046537,0.26843053,0.08997365,-0.34240603,-0.19553275,0.009941021,-0.061008073,0.10510026,-0.50034004,0.4899186,-0.11780836,0.04577171,0.2871701,0.1192337,-0.3239935,-0.34844455
3537.0,-0.053272918,0.0358166,0.24491489,-0.068643905,0.21122564,-0.62050724,0.10888671,-0.39805886,-0.22934003,-0.068884835,-0.1818619,-0.02108773,0.27472797,-0.30928105,0.48684585,0.21207002,0.31045157,-0.20327866,-0.21218632,0.24550794,-0.11303029,-0.15048143,-0.28538206,-0.1465045,-0.32284224,0.035261255,0.054851804,-0.43705282,0.19902468,-0.09529449,0.3093241,0.28542244,-0.1388651,0.19368371,0.2222246,0.5365722,-0.4294486,-0.13042082,0.2884371,0.0020625656,-0.2401967,-0.12990943,-0.16890666,0.18137072,-0.08396047,-0.24007916,0.23910728,0.03871566,-0.19187295,-0.09405589,-0.02227462,-0.32997364,-0.43330577,0.016199457,-0.19772218,0.09634094,0.11666296,0.63293576,0.2757713,-0.17599818,-0.24383175,0.034936458,0.011572422,-0.1289402
