outfit_id,items
1661,16376;1920;15857
1664,672;6274;2945;12802
1666,2005;13093;16760;17967;12862
1668,1727;18964;5598;5590
1670,496;17873;17416
1675,1004;5051;9076;15231
1677,8518;1021;10845
1679,14939;8954;8414;378;16182
1680,5044;1217;378;9148;6516
1681,2412;259;10596
1682,1004;6717;6666
1683,11024;7765;5471;1846
1684,7352;356;12148;11133;3273
1686,5759;12888;1846;3398
1687,436;18731;13019;7171
1688,13856;1363;15481
1690,2128;4677;3640;6926;7499
1694,977;6274;4180;12346;14884
1699,356;9065;18609
1700,10823;16918;10961;378
1703,9028;3569;18500;14720;410
1705,7790;378;16260;14447
1707,2503;9649;7676;286;16787
1710,2356;2085;2790;3294
1711,14528;5900;2003;18860
1712,12484;716;2983
1713,2005;16951;14759
1714,18602;12501;14518;378
1715,16598;1915;16898
1716,9707;13201;8005;5839;1499
1719,2927;5430;378;2994
1720,1559;8144;3486;16707
1722,404;14315;2879
1724,1029;7534;7178;7834
1725,2356;10069;11732;52
1727,1132;14974;18488;18307
1729,8286;16687;18927;378
1730,10530;1858;10921
1731,2224;2156;6564
1733,18760;16622;378;13740
1734,16133;1099;7610
1736,9211;5196;52;16841
1737,1587;12811;378;6727;16059
1738,7567;2798;4255;4496;1386
1739,6085;11264;10657;1253
1741,12158;8403;10408;820
1743,18450;1716;18182;3397
1744,478;6213;6434
1748,11697;11188;4908;2099;17864
1749,1311;3045;5606;6006;12749
1751,18602;17105;820
1752,2973;116;11937
1754,2565;18602;3477;638;3989
1755,2516;13179;9601;378
1756,15343;13282;12061;848
1757,6191;18270;1417;9155
1758,6517;971;16870;8993
1760,2128;6035;12353;7923
1761,7842;5188;2087;16709
1762,2569;4341;4336;10006;1984
1765,16021;701;4686;6626
1768,1422;10556;18616
1769,16102;116;5941;4732;5802
1770,16395;1391;12748;4731
1771,4022;11667;781
1772,14121;8869;1375;7823
1773,10643;13313;1530;11889
1774,813;16716;6431;11325
1777,4437;10280;378;6392
1778,3649;378;3087;9187
1780,9790;2992;4579;9440;1424
1781,2431;13305;11820;378
1782,16387;378;16453;18023
1783,18548;13544;148
1784,5766;5765;1431
1785,2045;5263;6058
1787,4561;10282;7107;378;10845
1789,2335;1541;6219;17350
1790,15858;378;16503;12613
1791,18274;17230;917;13153
1792,2545;1587;3629;16992;11959
1794,13162;6540;5041;2019
1795,1587;6056;7098
1799,7981;6806;2087
1800,2005;10928;15600;7249
1804,7915;4602;1816;8527
1805,419;18591;9354
1806,6266;14422;387
1807,19077;10467;15407;11928;1927
1808,7254;4555;378;4778;11175
1809,292;2883;7004;13139
1811,1587;13100;13419;16761;10513
1813,5174;12425;16756;1213
1814,9465;5153;302;2760
1818,9203;6806;6294;500
1821,9622;378;9594;14754
1822,1961;18514;6576;11145
1825,1004;3502;17923
1826,18576;1481;4965
1827,921;12084;18627
1828,1017;14838;3078
1832,18983;1157;11399;8493
1833,15489;13656;10258;2018
1836,3741;12696;1490
1837,4088;5037;354;3139
1838,1760;8555;7857;16067
1839,93;6141;8583;3786
1841,13504;7357;3716;1375
1842,6220;16564;14098;1530
1844,17754;4377;9113;820
1845,8478;16441;866
1846,4117;13969;6294;14720;1941
1847,684;2978;13762;378;8713
1848,10770;4100;378;3653
1849,5013;1846;17823
1851,7801;1397;18450;10388
1853,1587;14150;11544
1857,5950;416;10041;16420;5751
1858,10961;14597;378
1859,1562;13738;4113;16777
1861,18289;10649;378;16479;13716
1862,7822;1587;4677;10945
1865,4641;2031;4430
1866,3966;4205;17777;378;3579
1867,1992;15852;15173;575;18401
1868,9563;463;14492;15028;12506
1869,17552;19045;3023;2003
1870,1509;16738;12837;4772;18946
1871,4677;1650;12249;18587;4872
1872,2521;4009;50;13929
1873,10342;356;4823;8491
1875,13764;291;5056
1876,1587;7173;9648
1877,1004;4825;9076;2941;5482
1882,3457;1108;16148;3021;6325
1883,11451;12676;7342;378
1884,15933;10835;848
1886,14641;518;5488
1887,16180;12956;3461;683
1888,3487;11951;3176;378
1889,10698;13790;1021
1891,1677;8239;14819;15476;79
1892,7361;16981;1431;6975
1893,18249;378;1181;12298
1895,14909;4833;12304;1744
1897,11552;387;12631
1898,7676;378;15899;17704
1899,6799;1540;16988
1903,3138;14709;13509;15807;802
1904,304;15269;12321
1908,1328;8836;5298;11651
1909,4238;1892;17047;9072
1910,5578;80;5284;10834
1911,1387;5771;4548
1912,2370;1509;7906;11883;17131
1914,2460;10339;18212;683
1916,9897;6753;625
1917,1044;15074;13170;16531
1919,1587;13329;9582
1921,1004;7654;13094;4031
1922,4041;9006;15956;378
1929,11835;104;17810;18699
1930,5484;12224;5561;2014
1931,9601;7387;15632;378
1932,14684;547;15600
1937,17308;12390;14698;1633
1940,13845;1041;8512
1941,1587;5564;14161
1943,6963;16117;9419;11053;1578
1944,1004;7141;5897;6960;6664
1945,7530;16391;1391
1946,2551;3830;848
1948,8401;9977;6169;600
1950,2464;913;5355;16236
1951,14033;1417;3128;17209
1953,1520;17700;12573;16787
1954,11932;5029;1417;18376
1955,9003;3925;17511;378
1956,12024;12577;1956
1957,18493;329;2817;5730
1959,9290;1655;18929;3546
1961,1004;6617;13036;6881
1962,6774;8410;1846;17102;12251
1964,15223;959;18218
1966,13880;11793;1098
1967,2779;17873;12811;9633;378
1968,10930;2098;16705
1972,3437;629;13132
1973,1808;3191;8543;1135
1974,5770;365;5124;12126;9853
1975,12164;15858;1948;15746;3277
1976,1880;17007;3121
1979,14013;1471;7927;6359;7883
1980,7127;304;17599
1981,13700;899;7961;5570;378
1982,2812;11;4729
1983,378;4872;9800;13176
1984,13828;9601;12488;1927
1987,3168;675;3913
1990,12417;4969;12769;1546;15887
1991,1004;6717;6666
1994,1805;2882;18110;9060
1995,425;5978;7397
1996,5608;10112;2168
1997,14939;10553;1375
1999,2314;4489;3583;14887;959
2000,15249;378;10845;6203;17116
2001,980;14577;18030;7293;8982
2003,2437;4992;14939;9689;1375
2007,17068;1174;2788;18267
2009,412;3883;9048;15629
2010,436;15454;15820
2012,8910;11645;530
2014,438;3729;14262
2016,7229;1391;16131;19039
2019,12176;5852;1531;3978
2023,2005;5019;17472;9613
2024,12339;9523;2113
2025,8652;378;8001;8957
2028,1697;5108;13933;7391;3835
2029,6673;4367;803;6147
2030,6954;16626;2070;3593
2031,14939;4726;8011;17227;1375
2032,3707;1718;11154
2033,12994;5893;6960;14291;1033
2035,7977;13664;437
2036,17628;18322;17289;378;9415
2037,856;11377;12272;13712
2038,9056;3777;628;5742
2039,15034;14939;10180;16341;1375
2040,11839;368;16605;10081
2041,1316;10242;18325
2042,3719;4677;1846;13641
2043,1444;9006;4890;6948
2045,6676;1115;18179;6413
2049,13216;16193;4397;14353;1114
2050,2005;16271;10199
2052,691;9616;10994;15782
2057,365;10018;13760
2058,2428;15760;2176;11144;15901
2061,9851;1306;18694
2062,18095;6602;14818;16867;1205
2063,14254;1786;17747
2065,15754;7532;378;5817
2066,13353;16887;79;14309
2067,4902;8367;4695;378
2068,7545;17489;14982;1508
2069,9923;6057;7756;628
2070,6051;3487;11951;3304;378
2071,5320;17916;2085;15657
2072,12074;4081;1799
2074,12020;7927;15917;18593;378
2075,14939;16097;5030;1375
2076,14169;1990;6516
2078,18602;8678;4397;1147;18219
2079,1050;15650;3629;5896
2080,689;15051;8632;4534
2081,14657;4352;3629;6321;1923
2082,2303;8574;15637;820;15714
2084,18740;15413;378;12494
2085,4631;14658;1032;7022
2087,805;5154;15340;17458
2088,12641;7264;512
2096,5942;11851;1417;330
2098,14501;5845;378;15028
2101,2062;13595;14373
2102,17620;1951;7821
2104,7566;1131;6407
2106,15759;3417;6800;11119;378
2107,12671;5834;378;5563
2108,1788;11368;2775;16176;5384
2109,2546;8366;13814;10452;708
2110,2078;3975;11423;13115
2111,5745;4397;6168;1910
2112,2404;189;11851;13459
2113,14054;547;7934;11536
2114,3913;108;16460
2115,1984;10191;5340;12841
2116,899;14878;11862;9682
2119,14969;1431;18787;19154
2121,1125;4413;18169
2122,2495;10290;2064
2123,15131;13185;3515;875;11359
2124,1587;9351;12811;10955;13236
2125,7822;16477;1578;2941
2126,9211;15570;116;7317;7288
2130,1327;1440;12346;15992
2134,18628;10;5486
2135,6902;1785;5146
2137,12561;18650;362;12152
2138,16951;15065;378;11037;16983
2139,14242;10747;1746;9244
2140,13940;683;9483
2142,8394;1657;13259
2143,899;11683;16506;12491;4599
2144,10202;3281;1514;18007;5128
2146,18140;9601;17992;683;4250
2147,1949;7524;7068;8853
2149,12969;9719;387;4692
2150,2303;365;8878;3629
2151,3502;2052;6594
2152,13582;4110;403;7916;5060
2154,14571;558;2164;16369;10845
2155,899;8455;6044
2156,7025;959;18218
2157,11692;17687;378;16276
2158,3791;14149;378;9919
2159,792;5091;18716
2160,11120;17637;378;4776
2161,13941;14627;972;11738;3681
2163,15718;3288;378;6052
2164,12171;17565;999;12042
2165,6404;369;14884;5632;3908
2166,14494;8961;18280;153
2167,4275;14457;14802;1199
2168,852;9824;18694;14351
2170,1004;9076;15231;13106
2171,2499;9580;819
2172,15959;9750;18495;15629;2145
2173,18618;2093;3509;17836
2174,6254;2155;16352
2175,7026;4434;513
2177,2647;18951;17738;2022
2179,7505;378;10777
2180,1587;18245;12671;9646
2182,16082;775;12667;5495;16137
2184,15863;11416;378;4820;16191
2186,13924;570;9083;6711
2189,13199;378;17881;4986
2190,1587;6056;11633
2191,6847;13566;683;5618
2195,14236;8989;18783;661
2196,2576;5976;13898;4965;543
2197,13375;10976;7845;2098
2199,3525;1992;18959
2202,7953;3434;238
2203,709;4643;10656
2204,18374;4933;1061;2755;11919
2205,14088;2005;10017;18347;378
2207,249;8114;7223
2208,2435;12159;1992;10041
2211,2088;18382;17396
2213,6489;12197;625
2214,1587;3982;17687
2216,11242;5737;2107;4512;7514
2217,4270;16343;18147;378
2218,12952;17084;454
2221,8817;683;14994;18459;18003
2224,12008;716;10835;10872
2225,3268;3311;5461;1375
2226,2267;12449;14590;378
2227,4342;18367;8515;1744
2229,12417;12781;18143;378
2231,2497;3173;1391;6107
2236,16157;12601;261
2238,17220;1431;4253;8869
2239,2240;16689;259;7454
2240,17503;13538;76
2241,5601;547;9601;8271;3705
2242,2213;1263;17721;12267
2243,8622;14388;646;3169
2244,15786;13644;5387;924
2245,3040;15994;7501;1846;12542
2246,16140;12944;19132;1297
2247,15740;18927;378;17404
2249,15675;6706;6192;820;6948
2250,10001;13793;8225;441
2251,3629;14098;378;2019
2252,18513;1559;4775;8346
2254,7136;8106;18689;861;12009
2255,7079;11848;220;10831
2256,8294;15960;396;10817
2257,7352;3000;14426;378
2258,8817;11642;1744;10574
2262,13797;6479;378;18004
2263,2407;899;19072;15780;3305
2264,10403;10554;268
2268,12797;8852;2202
2269,2365;1004;18704;3496;12025
2270,17652;14497;861;6867
2271,7095;6661;378
2274,3295;1194;15720
2275,14939;12694;15943;1375
2276,12314;6597;378;9144
2277,7399;3893;378;6876
2278,6593;4967;628
2281,232;11568;16226;3554
2283,50;4064;15076;10947
2287,11256;7676;378
2289,2057;8899;13792
2290,1195;7072;3159;15278;11933
2291,93;18279;18758
2293,5420;10010;1744
2294,6993;11353;832;6329
2295,15865;6367;2108;11644
2296,17757;2005;11034;9548
2297,421;11246;6499;2782
2298,6388;675;19033;7039
2299,8565;17083;1737;11596
2300,28;4050;18074
2301,9982;365;17953;3692
2303,12671;378;8877;12152
2304,7822;1121;5972
2305,18270;9109;3128;378
2307,15717;11783;11835;381
2308,421;4100;16760
2309,1587;6056;4563
2310,17382;13454;1091;10977
2311,8882;9789;1380;10846
2312,13833;1345;12462
2313,412;9082;12375
2314,8157;17629;5151;8513;1056
2315,6838;17083;716;13999;5281
2316,7755;1008;3011;3194
2317,11540;9369;12143;1902
2319,17711;11464;294
2320,14022;7095;17416;378
2321,1587;18294;13790;12811;5906
2322,17711;13203;1182;2874
2323,1361;14608;11146;9574;16813
2324,1341;7501;6936;5518
2325,8955;999;17283
2328,14458;17667;11605;151
2329,5546;9719;10347;1967
2331,2351;10600;757;14032
2333,13722;13920;268
2334,14939;14054;4376;8379;1375
2336,496;13848;10041;19098
2337,13241;7997;2107
2338,542;16771;8517
2339,2370;10477;2108;13382;18232
2340,18761;17868;13806;1181;14890
2341,15758;13704;14311;10912;1090
2342,17711;2187;17987;10821
2343,16694;7488;378;13302
2345,695;16914;18984;10375;952
2347,5345;6732;16329;1991
2349,10366;1708;10721;16066
2350,4180;13951;956;5373
2351,7522;1788;5538;18925
2352,2659;14657;378;7317;16194
2353,16161;2154;488;15379
2354,9164;276;3847
2355,7279;17653;12115;1375
2356,2714;11217;1730;15109;15765
2357,434;12776;15729;17347;2916
2360,1730;10600;5271;18342
2361,6273;995;4630;15285
2362,18517;8940;803
2368,10823;14160;8145;14098;378
2370,11256;16564;16209;1541
2371,12155;14341;1391;6018
2373,18598;11835;14448;6991;378
2375,2678;11951;378;12972
2376,701;14842;18068;10748
2379,10195;11231;5327;4179;628
2383,4351;9311;1209
2384,1892;16016;13774
2386,14284;10961;17392;378
2387,6404;406;10817;8957
2389,1164;14512;8995
2393,6071;16619;3629;378;16989
2396,9265;1466;11237
2398,10601;365;7697;9758
2399,1992;4677;11774
2400,4677;941;12796;17317
2401,3136;4259;378;17125
2403,2476;4677;1147;13729
2406,18602;1194;5537;8147
2407,1302;1225;12868
2408,259;11314;10459;10747
2409,813;14806;14978;14336
2410,14854;3669;16437;1030
2411,1587;6056;12707
2412,9445;5910;12836;1052;10859
2413,93;19032;6449;8668
2414,7282;12034;409
2415,899;8188;14343;3305;13076
2417,12050;814;10163;6837
2419,16130;378;16260;13857
2420,6014;1885;15924;9316
2421,11837;10017;94;8392
2422,2508;4432;3786;1399
2423,1073;4424;16125
2425,9010;3100;13244;12;15599
2426,250;18106;10525;7382
2427,9072;15209;82;11238;16733
2430,13514;440;7681;16277
2432,157;7961;10258;10063
2434,8541;1337;11575
2435,2083;10001;16552
2437,1471;14598;17994;5417
2438,2620;15984;4653;2125
2441,1004;14581;6881;6796
2443,2901;6929;378;12867;13889
2444,83;14662;14826
2447,8893;271;18317;18949
2449,7422;15600;378;7673
2450,3410;2005;13214
2452,12712;16676;2004;19103;4961
2455,1084;18560;6895;14396
2459,7824;16092;1186;8651;16683
2460,1587;12901;9648
2461,10761;1383;18787;11935
2463,93;9159;9612;8001
2465,2330;12692;902
2466,1408;12662;6078;9026;12869
2467,9987;7676;2001;15503
2468,2659;1008;6794;9648;16106
2470,1470;16677;8623;12544
2471,1788;15355;15219
2474,17777;14994;378;18225;10845
2478,3375;18932;4389;378
2479,16123;12848;1973;8001
2481,11700;1578;11638;6955
2484,2023;14162;6052
2485,2005;15642;3777
2488,8830;14025;18927;378
2490,336;8180;6114;7010
2491,7254;14098;1991;6729
2493,11149;8940;1846
2494,2427;1794;17752;15408
2495,12951;15054;276
2498,9780;11867;7787;2020
2500,11430;4804;1797
2502,18602;18290;3587;378
2503,1509;5709;10957;3318;10001
2504,15174;8860;820;14833
2505,1587;9648;7329
2506,11232;13828;4849;13727;364
2507,1961;8284;11279
2509,1992;4606;11935
2510,14363;15865;2055;13037;445
2511,17586;13222;15171;10365;820
2514,7146;378;6127;16828
2516,6388;2005;13156;18286
2518,1713;16759;8432;15640
2519,18968;6905;7358;717
2520,7927;16335;9476;378
2521,3070;2182;15374
2526,10736;6674;1977
2527,7907;4560;3009;1941
2528,3764;378;18146
2530,2243;10843;378;6052
2532,7761;972;3202
2533,3526;14163;2029;16648;17701
2534,2045;6278;4264
2535,7463;4628;3474;378
2538,9995;451;4999;7617;17560
2539,12501;1238;15889;19075
2540,1004;9076;15231;15967
2541,7609;14273;1380;11151
2542,3487;5834;378;11405
2543,16808;4065;812;3247
2544,14182;4577;11926;1739
2546,14272;14789;7028;378;6041
2549,18688;15787;12936;934
2550,14531;1417;3305
2551,18909;11295;7369;1292
2552,9061;116;4278;11582
2555,4229;11364;343;15456
2556,9373;6915;16439;378
2557,93;16565;13201;18546
2561,5219;1885;10251
2562,16602;9119;1923
2563,400;14244;7459;4242;8645
2565,14415;429;10066
2566,2978;15832;12079;383
2570,1004;3964;11183
2571,436;4182;15487;9104;16994
2572,2254;683;1233;7791
2573,2386;3017;378;4560
2577,1587;4341;14161
2578,2005;4469;17879;14453;17502
2580,5567;10870;2104
2581,4079;246;15043
2586,1534;18072;16835;17861;15643
2589,2618;9378;1828;5694
2590,4822;378;2852;14386
2591,1195;4767;14942;5751
2592,9448;13617;18611;2139
2593,8358;2010;12832
2595,509;17570;14841;18445;5982
2597,938;9184;5241
2598,3188;10158;18893;1431;14338
2602,2779;2978;922;16834;16234
2605,1004;14774;3477;11221
2606,6070;1058;4772;5340
2607,10961;9755;378;16236
2608,16091;18747;11839;1927
2609,8406;11111;1587;17851;7112
2614,2338;1004;4884
2615,7046;2113;15761
2616,6362;1380;8554;5442;6726
2618,17359;116;12934;7233;14309
2619,6124;3492;378;9857
2620,2057;12444;18643;6216
2622,9529;644;9064;10394
2623,1561;17498;6392
2624,19038;17343;378;5057
2625,12866;9454;13909;1186
2626,8932;4659;13913;94
2627,1004;3702;378;11259
2629,13211;7537;16690;543
2630,9554;1457;10845
2631,1992;8287;7266;18060
2633,6585;18850;1493;1046
2636,511;12324;6741;15515;2937
2639,2592;2978;13449;9932;378
2640,13354;8190;11161;378
2642,5986;1004;3974
2643,9537;1846;14871
2646,1445;11321;5248
2648,10064;4972;13869;1037
2650,15559;11263;7377;202
2651,1880;11737;13140
2652,11472;3062;351
2656,10294;8367;404;17877
2657,7218;116;14133;11665
2658,10143;10362;17168;8524;481
2663,9581;5639;9648;19023;959
2666,14367;378;8681;3693
2667,17804;18254;6081;398
2670,1992;15858;3794;6532;14653
2671,1730;18320;18130;3646;6154
2672,17986;1417;16670;3642;9328
2678,10530;9363;8869;5314;1375
2681,10189;8909;19052;1147;18335
2682,7133;1407;7478
2683,4974;6446;1524
2686,2005;16951;4251
2687,2556;18602;400;13032
2689,2150;6014;3180;5731
2690,7892;1121;5019
2691,8024;10426;434;11329;18231
2694,1777;12716;12065
2695,15539;14801;303
2696,3134;16145;683;11935;9486
2697,116;9622;3199;5697
2698,16811;13113;18032;165;6074
2699,17697;10961;1380;9894
2700,18960;7796;9968;151
2701,378;3412;17474;14510;8001
2705,1834;6096;15006
2706,1796;716;17455
2708,1794;2901;13503;13226
2709,15150;7260;378
2710,5781;5044;14098;378
2711,19;10167;4461
2712,1562;4565;14753;4976
2713,1587;17418;4772
2716,1454;5705;6726
2717,15260;14013;378;11305;13860
2718,9213;7175;1458;12633
2719,10131;5184;378;13576
2720,14479;866;7811;16055
2722,18300;17660;1156
2725,2108;11260;5489
2726,13687;9865;7407;378;15438
2727,15690;1220;18391;4386
2728,17359;13977;16443;3721;378
2729,1184;15013;14232
2734,50;8654;17279;13945
2735,17873;378;8747;5340
2739,17806;1450;360
2740,1217;9636;9106
2741,1471;1475;12346;5411
2742,5026;378;6906;6355;5164
2743,8675;800;16954
2744,15071;10976;1745;14505;18286
2745,5565;16546;378;8419
2746,986;16742;6817;9648
2747,5532;3857;14948;1694
2748,1185;12247;7864;12916
2749,18926;74;17402;18799;7814
2750,6454;1005;15235
2751,1004;14720;5886;14998
2752,292;8868;16818;10620;17523
2753,851;17673;17728
2755,157;13347;8776;13253;15084
2756,16838;16401;12430;378;12391
2757,2691;10766;18927;378
2758,3278;485;4433;12229
2759,2944;10486;15815;1775
2760,10049;15425;7523;378;15206
2761,683;15582;12864;15445
2763,2878;1113;4178
2764,12792;2005;12755;17913
2766,1618;16739;15924;9570
2769,93;9072;9329;17258
2771,11983;18075;15555;934
2773,14114;16977;1578;12182;6633
2774,14444;16349;5570;378;7439
2775,11017;8039;334
2776,3102;15040;1297
2778,8550;18734;1665
2779,14994;13648;1546
2780,4836;4556;16611;378;11153
2781,19020;16742;4677;2003;6948
2783,1657;9459;17456;17020;11369
2785,11246;17558;10475;683
2786,1667;13480;6623;6167
2787,1992;15870;17153;9253
2788,12283;353;9044
2789,6460;15419;1746
2791,628;16538;11945
2793,11488;4704;1547
2794,93;8753;7465;6216
2804,13843;1385;10336
2805,14986;1475;9657
2806,421;18602;19161;18291
2809,13449;7746;2108
2810,17367;5221;1371;14323
2811,2005;9854;10395
2812,16973;9873;378;15441;7401
2815,10207;14566;1820;16709
2816,2251;8628;1770;11443;9672
2818,6547;2746;13070;1828;5366
2819,1167;17450;10972;12937;14238
2820,9715;610;16977;4860
2822,5212;1846;11019
2824,2431;1587;16977
2825,3892;2914;3629;19033;378
2826,4459;16149;282
2827,16212;1039;16210
2828,4021;3305;1391
2832,1885;10756;17611
2835,4499;18446;539
2836,877;14686;9756
2838,1794;13398;5302
2839,405;4501;17953;3629;3430
2840,2093;10546;4772;7983
2841,18172;897;7814;10316
2842,15005;1511;17798;12031;16337
2843,12449;13670;378;9935;7972
2845,2356;15562;18317;1938;17610
2846,3127;997;9132;13956;6060
2847,2698;16529;16728;378
2849,1004;6172;1194;11769
2851,16368;603;6008
2854,12091;559;3523
2855,875;10117;16966
2856,1084;6508;15563
2857,2078;16856;14779;12778
2858,1004;3486;17069;17967
2859,13565;5677;14742;378
2860,18602;356;11807
2861,404;4817;7146;13506
2862,2771;15632;3025;378
2863,3197;16951;1431;6649
2864,563;14515;14032;13540
2868,972;18317;15670
2869,1427;6635;6227;8137
2871,969;13889;9737
2872,2243;2326;6839;378;12029
2873,14289;7567;2093
2874,1587;14105;7750
2875,6172;1194;14707;12830
2878,6540;378;2857;15283
2879,2068;2417;18245;6222
2880,2779;4677;18848;2758;543
2881,2592;15580;8002;1679;12852
2882,18222;2005;14184;6205
2884,16660;15063;1375
2886,13446;656;7395;14362
2887,13125;10908;753
2888,4321;1413;18680;7080
2889,18638;14770;2065;18768
2890,11657;5089;3848;1302
2894,7176;1637;15812;7623
2896,2005;17118;9520
2899,5536;701;2794;4389;5322
2900,15538;775;4463;11860
2901,2550;7386;1533;4969
2903,1004;17774;10258;18635
2905,17579;5750;12977;1380;18146
2906,10161;6219;2080;10289;3818
2907,388;9941;15880;3394
2908,1440;4793;8494;8208
2909,1004;6883;7111;12670;12843
2910,17157;230;5535
2911,16591;788;7882
2912,10519;13821;7125;1391
2913,4406;3058;13567;378
2914,1462;6670;4705;10574;8439
2915,9401;16951;902;14802;9180
2916,3877;9071;683;5742
2917,8459;813;17506;14825
2918,17784;2093;7745;10485;3590
2919,8869;11062;5314;10845;1375
2921,2128;10758;8316;3705;5199
2924,1783;18536;8866
2925,157;8038;17937;16673
2926,1004;8367;12915;6216;4872
2927,2719;4969;13236;3979;1546
2928,22;16785;3251
2930,365;6234;6198
2931,2100;8873;6176;4560
2932,12449;15094;378;9935;16561
2934,3831;1204;11515
2937,1911;17014;3756;5444
2938,19082;7698;1195;15773
2939,2005;15355;14082;6982
2940,14869;11624;1444
2941,14938;1060;6460;10488
2942,18542;8173;2893;1242
2944,1008;9924;11833;7462;11830
2946,12146;378;6580;13945
2947,8445;6691;1927;14603
2949,2373;1587;10582;6185;17261
2950,157;12019;15419
2952,2624;14743;1560;13115
2953,1004;9076;15231;15134
2954,13693;365;17401
2956,16424;1382;18842;16600
2960,1729;10512;18271
2961,7415;17982;8
2963,10669;23;12855
2964,12414;15182;12287;661
2966,2321;1587;6056
2967,13391;2165;12546;17607
2968,2245;14272;1083;18770;14978
2969,4473;1429;16180
2971,8188;56;9473;9326
2972,10550;18148;1138;18286
2973,13862;1118;4630;16908;14859
2975,10065;2029;5340
2976,1445;6214;7655
2977,12290;16717;18215;378
2980,2005;17886;376;18671;6199
2982,12158;14003;3631;409
2984,3417;15643;378;18660;17283
2985,4230;7203;7927;250;15779
2987,17145;17598;15918;252;6246
2988,2083;8803;16760
2989,1360;3824;7293;8334
2990,6071;10961;17364;3629;378
2991,8406;16047;15573;2155
2992,638;16783;5856
2993,16100;18078;356;13256;10845
2996,5256;9913;2042;4163
2998,6110;908;15475;14052;15060
2999,11787;4427;2080;3349
3000,3559;11710;9905;2130;11781
3004,5419;1948;11890;13026;3612
3005,2611;1495;11999;5220;18731
3007,16786;2005;6141
3008,4885;6533;588
3014,2502;891;14625
3015,7423;1726;5364
3016,1587;5778;9648
3018,9063;9665;14352;1147;14180
3020,4620;12760;18974;378;14992
3022,16173;13828;17893;4882;1228
3023,12792;2005;18458
3024,7808;716;3562;12812
3025,2005;9043;16951
3026,1417;12735;3328;17243
3028,1992;3898;6814
3029,7984;14933;1863;16488;10005
3030,10036;1745;14651
3033,6172;1194;14706;5632
3034,1354;243;6920
3035,15128;8921;16451;1714
3037,356;18502;17904;8491
3040,18333;14070;1892
3041,1587;13790;4267
3043,17288;15143;6370;997;5373
3047,13828;1273;16221;7727
3049,3813;2028;9436
3051,3658;2005;5391;12864
3052,8855;3629;8124;164
3053,14110;3649;378;15028;10394
3057,13425;7127;4612;364;4731
3059,304;9467;10993
3060,10410;14166;378;4102
3061,463;19167;6296;11131
3063,2221;5980;12932;378
3064,6161;13478;1895
3065,7819;855;8725;5360
3066,12220;2003;15715
3067,9109;7146;855;3716
3068,2614;14658;17566;11457;959
3071,1060;10488;16346;9741
3073,14319;12501;378;14639
3074,8276;18875;1153
3075,93;17132;17797;11057
3076,1015;6423;9051
3077,10092;5805;848;2801
3080,2319;2794;1375
3082,12912;7986;378;4872
3083,5941;1633;565;10704
3086,2128;6404;9073
3087,628;6091;8282;10281;15207
3088,7088;7180;132
3089,5969;3998;12498;11825;1490
3090,985;5978;17873;6579;14092
3094,8222;18643;628
3095,904;16738;10928;5801
3096,2720;15707;16879;895
3097,1196;3803;17765
3098,9707;10261;13853;934
3101,1050;18010;8071;7991;17568
3102,7488;5537;6939;378
3105,19046;10041;3678;10
3107,923;11583;18056
3108,18361;18620;10803;378
3110,17988;3456;16977;1750;6502
3111,15766;5329;378;5373
3112,14319;2005;11882
3115,18142;18370;4969;9648;1546
3116,17075;7786;15138;543
3117,1004;13798;3477;11221
3119,11232;6404;3573;716;9011
3120,8954;15028;861;7280;10551
3121,902;12900;14124
3122,8358;4210;1999
3123,13875;2053;3907;6811;18062
3124,2437;14939;16185;1375
3125,6437;429;5905
3126,1745;9661;9647;17927
3127,13037;378;13571;6516
3130,1587;6056;13311
3132,1562;13375;11026;13526
3136,2431;19038;9430;356;16426
3137,2251;3548;4275;1317;6982
3138,17373;944;16609;5751
3139,1004;11486;3455;13752
3143,5884;356;7949
3145,9123;1060;10477;68
3148,3793;3116;13714;155;12113
3150,2128;11031;10258;14884
3151,7770;1855;15989;4839;13399
3152,9624;675;17943
3154,2487;10229;628
3156,10953;15512;12049;6060;2099
3158,17873;4680;378;14498;10816
3159,10041;13271;13193;378;11717
3161,4677;356;13660;18286
3162,17353;15571;378;18060
3163,16951;16533;9305;364
3165,13582;14911;10173;1650;15028
3166,50;7674;5696
3168,1035;16494;5531;8513;18356
3169,1663;12980;11634;13445;5646
3172,10180;4376;18983;12063;1375
3173,18363;14421;52;378
3175,2091;12179;15291
3176,4806;89;3623;4380
3177,18602;14972;934;17508
3180,4996;126;13708;8405;15472
3183,3355;12308;1530;10575;8052
3184,1562;3154;16676;6955
3185,6654;11958;1999
3186,6528;1264;17499;10041
3187,1771;3124;18118;4896
3188,17897;335;4300
3191,11915;11898;246
3194,13790;1047;6216;18004;9568
3197,2005;4862;3052;16686
3199,12682;50;3631;7652
3200,9801;11256;378;13716
3201,18932;3649;378;17407
3203,378;18840;14833;16827
3204,2212;3966;18010;17777;378
3205,17687;1042;11716;17188
3206,6327;13826;15929;1846
3207,12581;12671;7413;378
3209,13374;9913;1564;19110
3210,4492;1490;15495
3213,2245;2027;14098
3214,14660;18730;364;13206;9110
3215,8633;11523;10612;1212
3216,2656;7005;376;4470;5379
3217,13643;14939;16238;10180;1375
3218,14272;6523;7840;378
